file,asset_id,bom_ref,component,version,known_cves
ICS-0218_softing_datafeed-opc-suite-v5-22_SBOM.json,ICS-0218,pkg:oss:dotnet,Microsoft .NET Framework,4.6.2,CVE-2018-8421;CVE-2019-0545;CVE-2020-1147
ICS-0218_softing_datafeed-opc-suite-v5-22_SBOM.json,ICS-0218,pkg:oss:openssl,OpenSSL,1.1.1n,CVE-2022-1292;CVE-2022-2068;CVE-2022-4304
ICS-0218_softing_datafeed-opc-suite-v5-22_SBOM.json,ICS-0218,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0218_softing_datafeed-opc-suite-v5-22_SBOM.json,ICS-0218,pkg:oss:sqlite,SQLite,3.39.4,CVE-2022-46908;CVE-2023-7104
ICS-0219_aveva_aveva-opc-ua-server-2023_SBOM.json,ICS-0219,pkg:oss:openssl,OpenSSL,1.1.1n,CVE-2022-1292;CVE-2022-2068;CVE-2022-4304
ICS-0219_aveva_aveva-opc-ua-server-2023_SBOM.json,ICS-0219,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0219_aveva_aveva-opc-ua-server-2023_SBOM.json,ICS-0219,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,pkg:oss:musl,musl libc,1.2.2,CVE-2020-28928
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,pkg:oss:mosquitto,Eclipse Mosquitto,2.0.11,CVE-2021-34431;CVE-2021-41039;CVE-2023-0809
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,pkg:oss:linux-kernel,Linux Kernel,4.9.337,CVE-2019-11477;CVE-2021-33909;CVE-2022-0847
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,pkg:oss:openvpn,OpenVPN,2.4.7,CVE-2020-11810;CVE-2020-15078
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,pkg:oss:goahead,GoAhead Embedded Web Server,4.1.0,CVE-2021-42342
ICS-0220_honeywell_excel-web-ii-bacnet-controller-xl1000c1000_SBOM.json,ICS-0220,pkg:oss:u-boot,Das U-Boot,2020.04,CVE-2020-10648;CVE-2021-27097;CVE-2022-30767
ICS-0221_siemens_desigo-pxc-automation-station-pxc200-e-d_SBOM.json,ICS-0221,pkg:oss:openssl,OpenSSL,1.1.1n,CVE-2022-1292;CVE-2022-2068;CVE-2022-4304
ICS-0221_siemens_desigo-pxc-automation-station-pxc200-e-d_SBOM.json,ICS-0221,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0221_siemens_desigo-pxc-automation-station-pxc200-e-d_SBOM.json,ICS-0221,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0222_schneider_smartx-as-p-controller-as-b_SBOM.json,ICS-0222,pkg:oss:nginx,nginx,1.20.1,CVE-2022-41741;CVE-2022-41742
ICS-0222_schneider_smartx-as-p-controller-as-b_SBOM.json,ICS-0222,pkg:oss:musl,musl libc,1.1.24,CVE-2020-28928
ICS-0222_schneider_smartx-as-p-controller-as-b_SBOM.json,ICS-0222,pkg:oss:glibc,GNU C Library,2.28,CVE-2021-3999;CVE-2021-33574;CVE-2023-4911
ICS-0222_schneider_smartx-as-p-controller-as-b_SBOM.json,ICS-0222,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0223_delta_ez-building-controller-ezns-500_SBOM.json,ICS-0223,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0223_delta_ez-building-controller-ezns-500_SBOM.json,ICS-0223,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0223_delta_ez-building-controller-ezns-500_SBOM.json,ICS-0223,pkg:oss:lighttpd,lighttpd,1.4.55,CVE-2022-22707;CVE-2023-44487
ICS-0224_phoenix_radioline-wireless-gateway-rad-900_SBOM.json,ICS-0224,pkg:oss:freertos,FreeRTOS Kernel,10.4.3,CVE-2021-32020;CVE-2021-43997
ICS-0224_phoenix_radioline-wireless-gateway-rad-900_SBOM.json,ICS-0224,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0224_phoenix_radioline-wireless-gateway-rad-900_SBOM.json,ICS-0224,pkg:oss:lwip,lwIP,2.1.3,CVE-2023-5188
ICS-0224_phoenix_radioline-wireless-gateway-rad-900_SBOM.json,ICS-0224,pkg:oss:mbedtls,Mbed TLS,2.28.0,CVE-2022-35409;CVE-2023-43615
ICS-0224_phoenix_radioline-wireless-gateway-rad-900_SBOM.json,ICS-0224,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0225_moxa_awk-industrial-wireless-ap-awk-4131a_SBOM.json,ICS-0225,pkg:oss:mosquitto,Eclipse Mosquitto,1.5.8,CVE-2019-11779;CVE-2021-28166
ICS-0225_moxa_awk-industrial-wireless-ap-awk-4131a_SBOM.json,ICS-0225,pkg:oss:openvpn,OpenVPN,2.5.5,CVE-2022-0547;CVE-2023-46849;CVE-2023-46850
ICS-0225_moxa_awk-industrial-wireless-ap-awk-4131a_SBOM.json,ICS-0225,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0225_moxa_awk-industrial-wireless-ap-awk-4131a_SBOM.json,ICS-0225,pkg:oss:busybox,BusyBox,1.35.0,CVE-2022-28391
ICS-0225_moxa_awk-industrial-wireless-ap-awk-4131a_SBOM.json,ICS-0225,pkg:oss:net-snmp,Net-SNMP,5.9.1,CVE-2022-24805;CVE-2022-24809
ICS-0225_moxa_awk-industrial-wireless-ap-awk-4131a_SBOM.json,ICS-0225,pkg:oss:linux-kernel,Linux Kernel,4.14.336,CVE-2021-33909;CVE-2022-0847
ICS-0225_moxa_awk-industrial-wireless-ap-awk-4131a_SBOM.json,ICS-0225,pkg:oss:u-boot,Das U-Boot,2018.03,CVE-2019-11059;CVE-2019-13103;CVE-2019-13106
ICS-0225_moxa_awk-industrial-wireless-ap-awk-4131a_SBOM.json,ICS-0225,pkg:oss:sqlite,SQLite,3.39.4,CVE-2022-46908;CVE-2023-7104
ICS-0226_emerson_wireless-1420-gateway-1410s_SBOM.json,ICS-0226,pkg:oss:openssl,OpenSSL,3.0.7,CVE-2023-0286;CVE-2023-0215;CVE-2022-4304
ICS-0226_emerson_wireless-1420-gateway-1410s_SBOM.json,ICS-0226,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0226_emerson_wireless-1420-gateway-1410s_SBOM.json,ICS-0226,pkg:oss:linux-kernel,Linux Kernel,5.10.220,CVE-2024-1086
ICS-0226_emerson_wireless-1420-gateway-1410s_SBOM.json,ICS-0226,pkg:oss:dropbear,Dropbear SSH,2019.78,CVE-2018-15599;CVE-2020-36254
ICS-0226_emerson_wireless-1420-gateway-1410s_SBOM.json,ICS-0226,pkg:oss:openvpn,OpenVPN,2.5.5,CVE-2022-0547;CVE-2023-46849;CVE-2023-46850
ICS-0227_siemens_simatic-s7-1500-cpu-1516-3-pn-dp_SBOM.json,ICS-0227,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0227_siemens_simatic-s7-1500-cpu-1516-3-pn-dp_SBOM.json,ICS-0227,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0227_siemens_simatic-s7-1500-cpu-1516-3-pn-dp_SBOM.json,ICS-0227,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0227_siemens_simatic-s7-1500-cpu-1516-3-pn-dp_SBOM.json,ICS-0227,pkg:oss:mbedtls,Mbed TLS,2.16.3,CVE-2020-10932;CVE-2020-16150;CVE-2021-24119
ICS-0227_siemens_simatic-s7-1500-cpu-1516-3-pn-dp_SBOM.json,ICS-0227,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0227_siemens_simatic-s7-1500-cpu-1516-3-pn-dp_SBOM.json,ICS-0227,pkg:oss:lwip,lwIP,2.0.3,CVE-2020-22283;CVE-2020-22284;CVE-2020-22288
ICS-0227_siemens_simatic-s7-1500-cpu-1516-3-pn-dp_SBOM.json,ICS-0227,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0228_siemens_simatic-s7-1200-cpu-1215c_SBOM.json,ICS-0228,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
ICS-0228_siemens_simatic-s7-1200-cpu-1215c_SBOM.json,ICS-0228,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0228_siemens_simatic-s7-1200-cpu-1215c_SBOM.json,ICS-0228,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0228_siemens_simatic-s7-1200-cpu-1215c_SBOM.json,ICS-0228,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0228_siemens_simatic-s7-1200-cpu-1215c_SBOM.json,ICS-0228,pkg:oss:mbedtls,Mbed TLS,2.16.3,CVE-2020-10932;CVE-2020-16150;CVE-2021-24119
ICS-0228_siemens_simatic-s7-1200-cpu-1215c_SBOM.json,ICS-0228,pkg:oss:openssl,OpenSSL,1.1.1g,CVE-2020-1971;CVE-2021-3450;CVE-2021-3711
ICS-0229_siemens_simatic-s7-400-cpu-417-4h_SBOM.json,ICS-0229,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0229_siemens_simatic-s7-400-cpu-417-4h_SBOM.json,ICS-0229,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0229_siemens_simatic-s7-400-cpu-417-4h_SBOM.json,ICS-0229,pkg:oss:lwip,lwIP,1.4.1,CVE-2014-1912;CVE-2020-22283;CVE-2020-22284
ICS-0229_siemens_simatic-s7-400-cpu-417-4h_SBOM.json,ICS-0229,pkg:oss:expat,Expat,2.5.0,CVE-2023-52425
ICS-0229_siemens_simatic-s7-400-cpu-417-4h_SBOM.json,ICS-0229,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0230_rockwell_controllogix-controller-1756-l81e_SBOM.json,ICS-0230,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0230_rockwell_controllogix-controller-1756-l81e_SBOM.json,ICS-0230,pkg:oss:open62541,open62541 OPC UA Stack,1.2.2,CVE-2021-40206;CVE-2022-25761
ICS-0230_rockwell_controllogix-controller-1756-l81e_SBOM.json,ICS-0230,pkg:oss:zlib,zlib,1.2.8,CVE-2016-9840;CVE-2016-9841;CVE-2018-25032
ICS-0230_rockwell_controllogix-controller-1756-l81e_SBOM.json,ICS-0230,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0230_rockwell_controllogix-controller-1756-l81e_SBOM.json,ICS-0230,pkg:oss:libxml2,libxml2,2.10.4,CVE-2023-45322
ICS-0230_rockwell_controllogix-controller-1756-l81e_SBOM.json,ICS-0230,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0230_rockwell_controllogix-controller-1756-l81e_SBOM.json,ICS-0230,pkg:oss:libcurl,libcurl,8.4.0,CVE-2023-46218;CVE-2024-2379
ICS-0231_rockwell_compactlogix-controller-5370-l33er_SBOM.json,ICS-0231,pkg:oss:libcurl,libcurl,7.29.0,CVE-2016-8615;CVE-2018-1000120;CVE-2019-5482
ICS-0231_rockwell_compactlogix-controller-5370-l33er_SBOM.json,ICS-0231,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0231_rockwell_compactlogix-controller-5370-l33er_SBOM.json,ICS-0231,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0231_rockwell_compactlogix-controller-5370-l33er_SBOM.json,ICS-0231,pkg:oss:net-snmp,Net-SNMP,5.7.3,CVE-2018-18065;CVE-2019-20892;CVE-2020-15862
ICS-0231_rockwell_compactlogix-controller-5370-l33er_SBOM.json,ICS-0231,pkg:oss:ipnet,Interpeak IPnet TCP/IP Stack,7.0,CVE-2019-12258;CVE-2019-12259;CVE-2019-12262
ICS-0231_rockwell_compactlogix-controller-5370-l33er_SBOM.json,ICS-0231,pkg:oss:open62541,open62541 OPC UA Stack,1.3.6,CVE-2023-31048
ICS-0231_rockwell_compactlogix-controller-5370-l33er_SBOM.json,ICS-0231,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0232_rockwell_micrologix-controller-1200-e_SBOM.json,ICS-0232,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0232_rockwell_micrologix-controller-1200-e_SBOM.json,ICS-0232,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
ICS-0232_rockwell_micrologix-controller-1200-e_SBOM.json,ICS-0232,pkg:oss:mbedtls,Mbed TLS,3.4.0,CVE-2023-43615
ICS-0232_rockwell_micrologix-controller-1200-e_SBOM.json,ICS-0232,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0232_rockwell_micrologix-controller-1200-e_SBOM.json,ICS-0232,pkg:oss:openssl,OpenSSL,1.0.2k,CVE-2017-3731;CVE-2017-3732;CVE-2016-7055
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,pkg:oss:ipnet,Interpeak IPnet TCP/IP Stack,6.9,CVE-2019-12255;CVE-2019-12256;CVE-2019-12257;CVE-2019-12260
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,pkg:oss:open62541,open62541 OPC UA Stack,1.3.6,CVE-2023-31048
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,pkg:oss:libmodbus,libmodbus,3.1.4,CVE-2019-14462;CVE-2019-14463
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,pkg:oss:libcurl,libcurl,8.0.1,CVE-2023-27533;CVE-2023-27536;CVE-2023-38545
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,pkg:oss:sqlite,SQLite,3.31.1,CVE-2020-13434;CVE-2020-13630;CVE-2021-20227
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0233_schneider_modicon-m340-controller-bmxp342030_SBOM.json,ICS-0233,pkg:oss:openssl,OpenSSL,1.0.2k,CVE-2017-3731;CVE-2017-3732;CVE-2016-7055
ICS-0234_schneider_modicon-m580-epac-bmeh586040_SBOM.json,ICS-0234,pkg:oss:libxml2,libxml2,2.9.4,CVE-2016-9318;CVE-2017-5969;CVE-2018-14567
ICS-0234_schneider_modicon-m580-epac-bmeh586040_SBOM.json,ICS-0234,pkg:oss:mosquitto,Eclipse Mosquitto,2.0.11,CVE-2021-34431;CVE-2021-41039;CVE-2023-0809
ICS-0234_schneider_modicon-m580-epac-bmeh586040_SBOM.json,ICS-0234,pkg:oss:glibc,GNU C Library,2.35,CVE-2023-4911;CVE-2024-2961
ICS-0234_schneider_modicon-m580-epac-bmeh586040_SBOM.json,ICS-0234,pkg:oss:sqlite,SQLite,3.41.2,CVE-2023-7104
ICS-0234_schneider_modicon-m580-epac-bmeh586040_SBOM.json,ICS-0234,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0234_schneider_modicon-m580-epac-bmeh586040_SBOM.json,ICS-0234,pkg:oss:openssh,OpenSSH,9.6p1,CVE-2024-6387
ICS-0234_schneider_modicon-m580-epac-bmeh586040_SBOM.json,ICS-0234,pkg:oss:u-boot,Das U-Boot,2018.03,CVE-2019-11059;CVE-2019-13103;CVE-2019-13106
ICS-0234_schneider_modicon-m580-epac-bmeh586040_SBOM.json,ICS-0234,pkg:oss:codesys-rt,CODESYS Control Runtime System,3.5.17.0,CVE-2022-22515;CVE-2022-22517;CVE-2022-31802
ICS-0235_mitsubishi_melsec-iq-r-cpu-r16cpu_SBOM.json,ICS-0235,pkg:oss:openssl,OpenSSL,1.0.2k,CVE-2017-3731;CVE-2017-3732;CVE-2016-7055
ICS-0235_mitsubishi_melsec-iq-r-cpu-r16cpu_SBOM.json,ICS-0235,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0235_mitsubishi_melsec-iq-r-cpu-r16cpu_SBOM.json,ICS-0235,pkg:oss:ntp,NTP Daemon,4.2.8p15,CVE-2023-26551
ICS-0235_mitsubishi_melsec-iq-r-cpu-r16cpu_SBOM.json,ICS-0235,pkg:oss:mbedtls,Mbed TLS,2.16.3,CVE-2020-10932;CVE-2020-16150;CVE-2021-24119
ICS-0235_mitsubishi_melsec-iq-r-cpu-r16cpu_SBOM.json,ICS-0235,pkg:oss:libmodbus,libmodbus,3.1.4,CVE-2019-14462;CVE-2019-14463
ICS-0235_mitsubishi_melsec-iq-r-cpu-r16cpu_SBOM.json,ICS-0235,pkg:oss:lwip,lwIP,2.0.3,CVE-2020-22283;CVE-2020-22284;CVE-2020-22288
ICS-0235_mitsubishi_melsec-iq-r-cpu-r16cpu_SBOM.json,ICS-0235,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0235_mitsubishi_melsec-iq-r-cpu-r16cpu_SBOM.json,ICS-0235,pkg:oss:wolfssl,wolfSSL,4.5.0,CVE-2021-3336;CVE-2021-24116
ICS-0236_mitsubishi_melsec-q-series-cpu-q13udh_SBOM.json,ICS-0236,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0236_mitsubishi_melsec-q-series-cpu-q13udh_SBOM.json,ICS-0236,pkg:oss:lwip,lwIP,2.1.2,CVE-2020-22283;CVE-2020-22285;CVE-2020-22286
ICS-0237_omron_sysmac-nj-machine-controller-nj501-1500_SBOM.json,ICS-0237,pkg:oss:mbedtls,Mbed TLS,2.28.0,CVE-2022-35409;CVE-2023-43615
ICS-0237_omron_sysmac-nj-machine-controller-nj501-1500_SBOM.json,ICS-0237,pkg:oss:openssl,OpenSSL,1.1.1n,CVE-2022-1292;CVE-2022-2068;CVE-2022-4304
ICS-0237_omron_sysmac-nj-machine-controller-nj501-1500_SBOM.json,ICS-0237,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0237_omron_sysmac-nj-machine-controller-nj501-1500_SBOM.json,ICS-0237,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0237_omron_sysmac-nj-machine-controller-nj501-1500_SBOM.json,ICS-0237,pkg:oss:lwip,lwIP,2.1.2,CVE-2020-22283;CVE-2020-22285;CVE-2020-22286
ICS-0238_omron_sysmac-cj2-plc-cj2h-cpu68_SBOM.json,ICS-0238,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0238_omron_sysmac-cj2-plc-cj2h-cpu68_SBOM.json,ICS-0238,pkg:oss:lwip,lwIP,2.0.3,CVE-2020-22283;CVE-2020-22284;CVE-2020-22288
ICS-0238_omron_sysmac-cj2-plc-cj2h-cpu68_SBOM.json,ICS-0238,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0238_omron_sysmac-cj2-plc-cj2h-cpu68_SBOM.json,ICS-0238,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0238_omron_sysmac-cj2-plc-cj2h-cpu68_SBOM.json,ICS-0238,pkg:oss:expat,Expat,2.4.1,CVE-2022-25236;CVE-2022-25315
ICS-0238_omron_sysmac-cj2-plc-cj2h-cpu68_SBOM.json,ICS-0238,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0239_beckhoff_twincat-runtime-controller-cx2043_SBOM.json,ICS-0239,pkg:oss:sqlite,SQLite,3.39.4,CVE-2022-46908;CVE-2023-7104
ICS-0239_beckhoff_twincat-runtime-controller-cx2043_SBOM.json,ICS-0239,pkg:oss:libxml2,libxml2,2.9.10,CVE-2021-3517;CVE-2021-3518;CVE-2022-29824
ICS-0239_beckhoff_twincat-runtime-controller-cx2043_SBOM.json,ICS-0239,pkg:oss:sqlserver-express,Microsoft SQL Server Express,2019 CU22,CVE-2023-21528
ICS-0239_beckhoff_twincat-runtime-controller-cx2043_SBOM.json,ICS-0239,pkg:oss:zlib,zlib,1.2.11,CVE-2018-25032;CVE-2022-37434
ICS-0240_wago_pfc200-controller-750-8212_SBOM.json,ICS-0240,pkg:oss:busybox,BusyBox,1.20.2,CVE-2017-16544;CVE-2016-2147;CVE-2018-1000500
ICS-0240_wago_pfc200-controller-750-8212_SBOM.json,ICS-0240,pkg:oss:nginx,nginx,1.24.0,CVE-2023-44487
ICS-0240_wago_pfc200-controller-750-8212_SBOM.json,ICS-0240,pkg:oss:openssh,OpenSSH,7.4p1,CVE-2018-15473;CVE-2019-6111;CVE-2016-10708
ICS-0240_wago_pfc200-controller-750-8212_SBOM.json,ICS-0240,pkg:oss:dnsmasq,dnsmasq,2.82,CVE-2020-25681;CVE-2020-25684;CVE-2021-3448
ICS-0240_wago_pfc200-controller-750-8212_SBOM.json,ICS-0240,pkg:oss:musl,musl libc,1.1.24,CVE-2020-28928
ICS-0240_wago_pfc200-controller-750-8212_SBOM.json,ICS-0240,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0240_wago_pfc200-controller-750-8212_SBOM.json,ICS-0240,pkg:oss:openvpn,OpenVPN,2.4.7,CVE-2020-11810;CVE-2020-15078
ICS-0240_wago_pfc200-controller-750-8212_SBOM.json,ICS-0240,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0241_phoenix_axc-f-2152-controller-axc-f-1152_SBOM.json,ICS-0241,pkg:oss:nginx,nginx,1.20.1,CVE-2022-41741;CVE-2022-41742
ICS-0241_phoenix_axc-f-2152-controller-axc-f-1152_SBOM.json,ICS-0241,pkg:oss:musl,musl libc,1.2.2,CVE-2020-28928
ICS-0241_phoenix_axc-f-2152-controller-axc-f-1152_SBOM.json,ICS-0241,pkg:oss:busybox,BusyBox,1.33.1,CVE-2021-42379;CVE-2021-42380;CVE-2022-28391
ICS-0241_phoenix_axc-f-2152-controller-axc-f-1152_SBOM.json,ICS-0241,pkg:oss:libssh2,libssh2,1.8.0,CVE-2019-3855;CVE-2019-3856;CVE-2019-3858
ICS-0241_phoenix_axc-f-2152-controller-axc-f-1152_SBOM.json,ICS-0241,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0241_phoenix_axc-f-2152-controller-axc-f-1152_SBOM.json,ICS-0241,pkg:oss:u-boot,Das U-Boot,2021.10,CVE-2022-30767;CVE-2022-33967
ICS-0242_br_x20-controller-x20cp0484_SBOM.json,ICS-0242,pkg:oss:expat,Expat,2.2.0,CVE-2018-20843;CVE-2019-15903
ICS-0242_br_x20-controller-x20cp0484_SBOM.json,ICS-0242,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0242_br_x20-controller-x20cp0484_SBOM.json,ICS-0242,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.67,CVE-2020-11898;CVE-2020-11900
ICS-0242_br_x20-controller-x20cp0484_SBOM.json,ICS-0242,pkg:oss:lwip,lwIP,2.1.2,CVE-2020-22283;CVE-2020-22285;CVE-2020-22286
ICS-0242_br_x20-controller-x20cp0484_SBOM.json,ICS-0242,pkg:oss:libmodbus,libmodbus,3.0.6,CVE-2019-14462;CVE-2019-14463
ICS-0242_br_x20-controller-x20cp0484_SBOM.json,ICS-0242,pkg:oss:zlib,zlib,1.2.12,CVE-2022-37434
ICS-0243_ls-electric_xgt-plc-cpu-xgr-cpuh_SBOM.json,ICS-0243,pkg:oss:treck-tcpip,Treck TCP/IP Stack,6.0.1.66,CVE-2020-11896;CVE-2020-11897;CVE-2020-11901
ICS-0243_ls-electric_xgt-plc-cpu-xgr-cpuh_SBOM.json,ICS-0243,pkg:oss:lwip,lwIP,2.0.3,CVE-2020-22283;CVE-2020-22284;CVE-2020-22288
ICS-0243_ls-electric_xgt-plc-cpu-xgr-cpuh_SBOM.json,ICS-0243,pkg:oss:wolfssl,wolfSSL,5.5.0,CVE-2022-42905;CVE-2023-3724
ICS-0243_ls-electric_xgt-plc-cpu-xgr-cpuh_SBOM.json,ICS-0243,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0243_ls-electric_xgt-plc-cpu-xgr-cpuh_SBOM.json,ICS-0243,pkg:oss:ntp,NTP Daemon,4.2.8p10,CVE-2018-7182;CVE-2018-7183;CVE-2018-7184
ICS-0244_delta_as-series-plc-as324mt-a_SBOM.json,ICS-0244,pkg:oss:lwip,lwIP,2.0.3,CVE-2020-22283;CVE-2020-22284;CVE-2020-22288
ICS-0244_delta_as-series-plc-as324mt-a_SBOM.json,ICS-0244,pkg:oss:ntp,NTP Daemon,4.2.8p13,CVE-2019-8936;CVE-2020-11868
ICS-0244_delta_as-series-plc-as324mt-a_SBOM.json,ICS-0244,pkg:oss:expat,Expat,2.2.10,CVE-2022-22822;CVE-2022-23852;CVE-2022-25235
ICS-0244_delta_as-series-plc-as324mt-a_SBOM.json,ICS-0244,pkg:oss:openssl,OpenSSL,1.0.2u,CVE-2021-23840;CVE-2021-3712
ICS-0245_unitronics_unistream-plc-usc-b10-t24_SBOM.json,ICS-0245,pkg:oss:lighttpd,lighttpd,1.4.45,CVE-2018-19052;CVE-2019-11072
ICS-0245_unitronics_unistream-plc-usc-b10-t24_SBOM.json,ICS-0245,pkg:oss:linux-kernel,Linux Kernel,5.10.220,CVE-2024-1086
